timestamp,damage
1746977236.0774713,damage_taken,,{'damage': 15.0},
1746977242.2306447,damage_taken,,{'damage': 15.0},
1746977248.2563155,damage_taken,,{'damage': 15.0},
1746977254.671672,damage_taken,,{'damage': 15.0},
1746977923.4764183,damage_taken,,{'damage': 7.5},
1746977940.086441,damage_taken,,{'damage': 7.5},
1746977942.219874,damage_taken,,{'damage': 7.5},
1746977978.0646498,damage_taken,,{'damage': 7.5},
1746977979.604287,damage_taken,,{'damage': 7.5},
1746977990.5472617,damage_taken,,{'damage': 7.5},
1746978041.8756862,damage_taken,,{'damage': 7.5},
1746978042.9159434,damage_taken,,{'damage': 15.0},
1746978043.89037,damage_taken,,{'damage': 7.5},
1746978049.226497,damage_taken,,{'damage': 7.5},
1746978049.8801837,damage_taken,,{'damage': 7.5},
1746978050.3927755,damage_taken,,{'damage': 15.0},
1746978078.7456872,damage_taken,,{'damage': 7.5},
1746978114.9812667,damage_taken,,{'damage': 27.75},
1746978116.3839622,damage_taken,,{'damage': 27.75},
1746978118.340804,damage_taken,,{'damage': 27.75},
1746981103.3141556,damage_taken,,{'damage': 7.5},
1746981117.4016907,damage_taken,,{'damage': 7.5},
1746981120.3060515,damage_taken,,{'damage': 15.0},
1746981125.4946992,damage_taken,,{'damage': 7.5},
1746981126.3607275,damage_taken,,{'damage': 15.0},
1746981131.3320336,damage_taken,,{'damage': 7.5},
1746981155.6463625,damage_taken,,{'damage': 7.5},
